Fall2021-2022(202210),13002,URDS,604,1,UrbanDesignThesis,6,6,EA,1,5,0800,0850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
Fall2021-2022(202210),13003,URDS,604A,1,DesignThesis,6,0,EA,2,4,0800,0850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
Fall2021-2022(202210),13004,URDS,604B,1,DesignThesis,6,0,EA,2,4,0800,0850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
Fall2021-2022(202210),13005,URDS,604C,1,DesignThesis,6,0,EA,0,6,0800,0850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
Fall2021-2022(202210),13006,URDS,604D,1,DesignThesis,6,1,EA,1,5,0800,0850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
Fall2021-2022(202210),13177,URDS,604E,1,DesignThesis,6,1,EA,0,1,0800,0850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
Fall2021-2022(202210),13018,URDS,632,1,FromUrbanDestoLands.Urbani,3,3,EA,4,6,1500,1750,.,.,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Robert,Saliba,,
Fall2021-2022(202210),13007,URPL,630,1,ResearchMethods,3,3,EA,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,BlendedCourse
Fall2021-2022(202210),13008,URPL,631,1,Introd.toPlann.Theor&Policy,3,3,EA,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,
Fall2021-2022(202210),13075,URPL,631,2,Introd.toPlann.Theor&Policy,3,3,EA,10,2,1000,1250,IOEC,224A,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Fawaz,,
Fall2021-2022(202210),13009,URPL,661,1,PlanningandDesignWorkshop,6,6,EA,2,6,1000,1250,518,301,.,T,.,.,.,.,.,1000,1250,518,301,.,.,.,.,F,.,.,Serge,Yazigi,,
Fall2021-2022(202210),13010,URPL,662,1,ComprehensiveExam,0,0,EA,1,19,0800,0850,.,.,.,.,.,.,.,.,U,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
Fall2021-2022(202210),13011,URPL,663,1,PlanningThesis,6,6,EA,0,6,0800,0850,.,.,.,.,.,.,.,.,U,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
Fall2021-2022(202210),13012,URPL,663A,1,Thesis,6,0,EA,7,5,0800,0850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
Fall2021-2022(202210),13013,URPL,663B,1,Thesis,6,0,EA,2,4,0800,0850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
Fall2021-2022(202210),13014,URPL,663C,1,Thesis,6,0,EA,0,6,0800,0850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
Fall2021-2022(202210),13015,URPL,663D,1,Thesis,6,1,EA,1,5,0800,0850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Harb,,
